Box_X,Box_Y,Box_Width,Box_Height,Confidence,Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,Extra
121.741,262.744,35.5708,48.9469,1.69873e-06,112.706,254.93,124.213,254.199,118.29,264.346,116.275,272.338,125.776,271.855,0.98404
149.126,261.03,34.231,44.5889,3.63886e-05,148.261,258.025,163.366,253.946,156.508,265.444,150.165,272.539,164.755,269.292,0.984085
160.721,260.276,42.959,55.6988,0.881994,149.387,255.739,168.942,254.028,158.994,266.975,151.059,272.632,169.881,270.834,0.984013
160.764,260.226,42.78,55.4079,0.880835,149.381,255.475,169.085,253.892,159.087,266.872,151.123,272.319,170.104,270.72,0.983966
170.652,261.664,39.5609,48.1452,3.49283e-05,154.873,255.114,171.644,254.554,160.502,265.046,155.872,270.797,172.325,269.94,0.983993
195.332,263.126,32.1176,51.824,1.3113e-06,185.017,252.82,196.379,252.741,188.271,263.781,188.641,271.693,198.671,272.092,0.984009
217.065,264.661,31.8727,49.7866,9.23872e-07,205.77,253.871,218.752,254.646,211.247,265.697,210.399,273.399,221.09,274.196,0.984025
237,264.158,30.0367,46.4523,2.38419e-06,228.057,254.988,240.48,255.103,233.561,265.179,230.352,273.149,240.505,273.328,0.984041
263.203,265.492,41.6871,49.1568,8.17478e-05,259.556,258.37,278.541,256.753,269.424,268.177,260.955,274.813,279.843,273.431,0.984069
270.375,265.15,43.5586,54.436,0.896169,259.286,257.383,278.564,257.089,268.932,269.547,260.669,275.313,280.052,274.966,0.984013
270.671,265.147,43.5986,54.5018,0.897554,259.387,257.281,278.609,257.16,268.657,269.578,260.618,275.178,280.16,274.945,0.983963
286.638,266.203,34.7409,46.9159,1.13249e-05,270.229,257.478,284.444,258.011,273.659,267.763,272.102,274.51,285.878,274.483,0.983978
306.098,264.554,30.0092,46.7143,2.14577e-06,297.485,255.257,307.617,255.322,300.309,264.175,300.789,271.455,309.787,271.877,0.984016
329.353,260.109,32.3901,46.5345,8.9407e-07,316.719,251.372,330.345,250.815,322.879,261.905,321.817,269.403,332.379,269.145,0.984022
349.833,264.065,27.2092,43.2504,2.89083e-06,343.182,256.259,354.256,255.782,348.596,264.951,344.487,273.041,353.017,272.709,0.98405
375.525,260.535,42.2598,53.9623,0.00140485,373.117,253.673,392.198,252.846,384.424,264.837,373.033,272.478,390.886,271.899,0.984053
379.937,260.49,41.3698,54.9521,0.882515,374.127,253.311,392.608,253.708,385.402,264.884,373.53,272.385,391.098,272.744,0.983988
379.964,260.427,41.1139,55.022,0.882108,374.317,253.472,393.018,253.775,385.552,265.146,373.879,272.227,391.442,272.605,0.983965
399.392,261.573,30.4699,50.4645,6.3777e-06,384.385,251.202,395.29,251.747,385.905,263.175,384.645,271.01,395.076,271.725,0.983963
422.972,264.237,32.3668,46.4515,1.75834e-06,413.651,254.877,424.625,255.417,417.505,265.059,416.524,272.289,425.47,272.972,0.984022
442.317,264.578,34.5535,47.955,1.69873e-06,433.89,256.079,444.983,256.04,439.454,265.633,437.445,273.185,446.867,273.219,0.984046
463.258,262.874,30.4565,40.3355,2.00868e-05,463.377,255.908,475.178,255.918,469.939,265.257,462.812,271.013,474.343,271.14,0.984044
481.19,266.266,35.1565,45.0684,0.879989,473.747,259.97,489.704,259.957,482.206,269.449,473.702,274.574,489.576,274.667,0.984044
481.172,266.395,35.2572,44.9106,0.881148,473.767,260.117,489.654,260.275,482.208,269.465,473.861,274.723,489.466,275.054,0.983976
492.609,268.157,35.9697,42.7278,4.85182e-05,478.478,260.665,493.659,261.476,483.5,269.862,478.697,275.216,492.808,276.127,0.983997
514.617,261.989,32.2531,48.8926,2.23517e-06,508.145,253.142,517.473,253.299,511.417,263.147,511.273,270.326,519.342,270.913,0.984017
536.011,260.982,29.3698,47.2261,1.46031e-06,526.984,251.554,537.877,252.435,531.152,262.911,530.813,269.98,539.398,270.818,0.983995
556.302,263.267,32.194,47.0394,2.02656e-06,548.444,254.973,559.359,255.112,553.254,264.775,550.605,272.951,559.506,273.184,0.984032
582.157,260.123,39.3269,45.6168,8.67844e-05,586.573,251.53,601.911,252.923,595.705,262.458,582.701,268.429,597.698,270.017,0.984062
590.789,257.95,43.0119,52.4647,0.849107,586.748,249.349,604.635,252.59,596.232,262.525,582.798,267.936,599.749,270.926,0.984003
590.94,258.114,42.5216,52.0666,0.816564,586.861,249.395,604.607,252.545,596.245,262.651,583.049,267.762,600.046,270.696,0.983969
608.949,263.605,32.9871,44.9656,2.47359e-05,598.203,250.833,612.948,254.572,602.386,264.176,594.607,269.807,607.15,272.928,0.983984
629.635,263.975,32.2672,57.2443,4.20213e-06,624.053,253.987,631.906,254.861,625.834,266.82,624.626,274.362,631.683,275.902,0.984009
8.01248,279.47,31.2269,53.3314,4.23193e-06,-2.07311,269.155,6.53627,269.47,1.53838,280.251,0.631157,288.913,8.57309,289.301,0.983976
26.0287,280.667,33.791,49.3499,2.41399e-06,16.8301,271.17,26.2248,270.873,20.1863,281.525,19.0901,289.828,27.1048,289.772,0.98403
44.4793,274.907,36.035,51.5693,4.94719e-06,40.9303,263.928,51.9982,262.898,46.7145,273.997,44.1123,277.505,55.1074,276.849,0.983993
56.2241,265.977,38.0498,47.6681,3.8594e-05,41.1824,250.586,60.5166,249.807,48.974,262.674,44.8625,268.788,62.5774,268.072,0.98395
71.81,276.393,27.6819,44.5214,8.82149e-06,57.8952,263.583,70.0258,262.77,60.626,273.579,58.9909,278.717,71.3697,278.155,0.983946
84.3302,279.849,33.5548,44.9027,4.05312e-06,77.3379,272.135,86.0702,271.501,80.7638,280.326,81.2137,286.682,88.9365,286.512,0.984006
100.735,278.453,28.8198,43.1524,1.2517e-06,93.4176,269.89,103.961,270.583,97.3653,279.47,96.1399,285.73,104.14,286.487,0.983999
119.972,278.614,32.7534,45.7251,1.46031e-06,110.201,270.81,122.089,270.829,115.226,279.824,113.497,287.344,123.113,287.347,0.984033
144.144,276.74,28.8618,47.889,4.97699e-06,142.525,270.343,151.746,268.367,147.699,278.463,145.186,282.058,153.648,280.827,0.984024
159.154,265.008,42.6465,51.3504,0.00555432,149.598,255.911,169.876,253.926,159.575,267.117,150.941,272.396,170.576,270.478,0.983973
161.511,264.748,42.788,51.118,0.00963759,149.295,256.06,169.195,253.675,158.843,267.096,150.992,272.486,170.667,270.237,0.98405
174.66,273.927,33.9147,42.7969,7.30157e-06,161.413,260.38,175.672,259.672,165.447,270.738,163.25,276.06,176.899,275.695,0.984005
198.42,281.007,34.5458,48.5795,1.01328e-06,188.03,272.855,199.239,272.834,192.482,282.068,192.985,289.207,202.732,289.517,0.984022
214.693,283.381,30.9481,48.3415,7.7486e-07,204.889,273.068,216.636,274.229,209.965,283.766,209.122,290.83,219.005,291.932,0.984027
234.729,278.163,31.6113,48.9501,1.84774e-06,226.001,269.046,237.251,269.238,231.023,279.599,228.719,287.539,238.246,287.806,0.984035
258.044,273.823,35.8096,45.4572,2.03848e-05,259.228,265.945,272.737,263.544,268.318,273.756,262.279,276.805,276.42,274.993,0.984007
270.396,265.699,43.6383,53.7489,0.687827,259.264,257.416,278.691,257.079,268.829,269.485,260.462,275.326,280.12,275.103,0.984005
272.09,266.513,43.639,52.0826,0.0358723,259.383,257.803,279.148,257.452,269.015,270.145,260.6,275.605,280.869,274.88,0.984
287.444,275.502,30.7635,43.9804,1.01328e-05,273.852,262.871,287.653,262.21,278.184,273.742,276.123,280.33,288.331,280.122,0.983957
306.938,279.044,30.8433,48.3032,2.05636e-06,297.512,269.955,307.03,269.789,300.201,279.81,301.568,286.924,309.69,287.264,0.984015
329.231,278.301,34.0279,48.2131,8.64267e-07,318.345,268.732,330.632,268.902,323.813,279.365,322.443,286.425,332.671,286.617,0.984019
345.529,278.991,29.4547,46.3603,1.49012e-06,337.346,269.705,347.986,270.03,341.629,279.856,340.075,287.854,348.576,288.025,0.984036
367.774,274.915,33.638,44.7357,8.46386e-06,369.22,264.784,383.455,264.03,379.39,273.108,372.096,277.204,384.962,276.383,0.983988
380.233,264.734,40.3916,49.633,0.0169647,374.367,254.447,392.42,254.236,385.44,265.407,373.953,272.49,391.536,272.725,0.98404
385.282,267.498,36.3095,46.7407,0.000121593,374.326,255.41,392.944,255.343,384.953,266.003,374.452,273.802,393.198,273.52,0.984025
402.137,279.674,31.7453,44.2579,4.26173e-06,391.535,268.277,403.307,268.286,395.592,278.53,394.343,285.355,404.633,285.778,0.983984
423.081,275.843,32.9411,46.6911,1.93715e-06,412.483,267.731,424.879,267.901,417.681,278.45,416.679,285.872,426.116,286.22,0.984012
442.355,278.69,33.7733,49.5196,1.19209e-06,432.848,270.421,444.172,270.554,437.792,280.779,436.052,288.591,445.098,288.889,0.984025
462.866,276.955,32.0922,44.8236,6.52671e-06,461.291,268.768,470.708,268.063,466.867,277.844,461.975,283.415,471.453,283.164,0.984047
479.656,266.922,34.8309,44.3735,0.0738433,473.363,260.228,489.477,260.13,482.177,269.428,473.591,274.607,489.504,274.822,0.983971
481.31,266.475,35.2447,45.6083,0.748235,473.614,259.847,489.715,260.225,482.489,269.559,473.91,274.841,489.867,275.096,0.983964
497.975,276.798,30.4593,43.3985,1.18911e-05,485.41,262.99,499.405,263.533,490.122,274.537,487.422,280.218,498.988,281.287,0.983962
520.105,281.566,36.0722,50.4902,2.08616e-06,511.069,273.257,520.388,273.333,515.451,283.217,515.411,290.33,523.719,290.93,0.984027
535.841,280.012,31.8717,47.3064,1.2219e-06,526.805,270.78,537.667,271.877,531.083,281.392,530.695,288.119,539.438,289.144,0.983993
551.763,276.562,31.2271,45.6385,1.10269e-06,542.567,267.711,554.261,268.452,546.502,277.506,545.717,285.168,554.939,285.679,0.984005
572.626,274.364,34.0405,42.8926,3.63588e-06,572.808,266.467,582.746,266.498,579.304,273.922,574.952,276.985,584.81,277.064,0.984024
589.683,265.09,41.4153,44.4908,0.000776708,585.544,250.072,604.147,253.25,595.581,263.041,582.46,268.181,599.05,271.191,0.983989
594.794,266.55,38.9896,42.6223,0.000144362,585.896,252.358,605.22,255.361,595.235,264.446,582.822,269.275,600.776,271.946,0.983978
611.499,276.397,37.5397,48.2348,3.75509e-06,603.821,263.942,613.624,265.675,605.235,275.831,602.557,282.006,611.543,283.939,0.983979
632.095,283.018,27.902,61.0149,3.51667e-06,629.5,271.576,635.918,272.782,631.107,285.614,629.838,293.78,635.724,295.611,0.984019
9.14155,291.553,30.3879,49.965,3.09944e-06,-2.11173,283.503,6.48853,283.615,0.922337,294.18,1.12328,301.8,8.75823,302.048,0.98397
26.9636,297.735,33.463,43.3099,3.18885e-06,17.8405,290.223,25.0662,289.471,20.9824,298.289,20.7823,305.888,27.7648,305.402,0.984054
37.9086,299.983,29.8748,41.6564,1.78814e-06,29.8126,291.58,38.8725,291.396,33.1203,298.85,32.4866,305.432,40.5409,305.487,0.984016
56.1326,292.287,35.2337,46.1859,1.75834e-06,46.9079,283.732,57.8655,283.199,51.2857,291.717,49.5388,297.755,59.3634,297.523,0.984025
74.0077,293.5,34.1882,47.4735,1.57952e-06,65.7928,284.164,76.389,284.637,69.8023,293.019,68.2331,298.727,77.9851,299.208,0.984015
86.0685,295.85,29.8203,45.25,1.37091e-06,79.0986,288.822,87.756,289.126,82.1686,297.429,82.0186,303.397,89.6821,303.94,0.984008
103.443,293.492,30.6342,43.1346,1.04308e-06,94.1948,286.979,105.681,287.503,98.5947,295.755,97.2404,301.976,106.286,302.543,0.984007
120.6,296.974,31.8876,42.7705,1.07288e-06,108.858,290.43,122.624,290.942,114.586,298.567,112.946,305.086,123.302,305.428,0.984028
137.184,292.376,35.7446,49.3323,1.16229e-06,127.048,284.513,139.324,284.729,131.436,294.358,129.38,301.556,139.391,301.87,0.984008
155.303,284.991,36.6479,48.3961,1.87755e-06,145.29,276.519,159.406,274.798,150.33,284.494,146.664,289.258,160.036,288.211,0.983961
169.356,287.971,37.8934,49.6915,7.45058e-07,157.17,276.455,172.221,275.178,160.932,285.551,158.541,291.421,171.645,290.807,0.983926
182.095,296.735,34.2426,46.5182,2.95043e-06,172.605,288.757,184.472,288.804,176.423,297.033,175.991,303.194,186.448,303.541,0.984003
203.11,299.56,31.0151,44.3225,1.3113e-06,193.851,292.495,204.845,292.99,198.847,300.532,197.16,307.57,206.752,308.041,0.984051
212.769,299.845,29.1206,43.9105,9.83477e-07,205.3,291.524,215.93,292.917,209.656,300.932,208.322,307.385,217.599,308.628,0.98401
233.914,296.458,31.6414,46.8598,1.54972e-06,222.62,288.397,234.846,288.429,227.837,297.792,226.92,305.084,237.19,305.162,0.984042
251.673,292.827,33.1743,52.8702,1.43051e-06,243.035,284.84,253.825,284.507,247.301,294.608,245.534,301.261,255.071,301.262,0.984023
266.426,286.326,37.3699,52.8092,2.92063e-06,255.308,272.8,272.232,272.331,262.349,282.412,257.265,286.841,273.025,286.879,0.98392
278.723,286.758,39.5208,51.7912,1.72853e-06,266.062,272.321,281.57,271.5,270.23,282.616,267.289,288.79,281.068,288.821,0.983891
295.192,293.022,34.9689,48.2392,1.72853e-06,286.764,284.653,298.186,284.324,290.453,294.768,290.16,301.323,299.766,301.52,0.98398
308.274,296.892,30.9223,44.9085,1.37091e-06,299.191,289.51,309.089,289.85,302.692,298.619,303.632,305,312.274,305.538,0.984027
330.711,300.447,31.4266,41.6014,1.66893e-06,320.614,293.454,331.998,294.171,324.962,301.374,324.201,306.831,333.313,307.428,0.984018
343.66,298.312,29.1461,39.8835,1.37091e-06,333.016,291.644,344.168,292.676,336.749,299.321,336.64,305.204,345.25,305.936,0.98402
361.994,289.263,34.6811,47.6771,1.93715e-06,352.277,282.09,364.384,281.956,356.494,291.868,354.337,298.937,364.812,298.971,0.984005
377.919,284.461,36.5809,46.751,1.81794e-06,367.417,272.839,383.905,272.524,374.393,281.928,368.851,288.117,383.371,288.232,0.983936
392.553,286.642,31.7985,43.6058,1.13249e-06,381.629,277.099,397.188,277.269,386.933,285.811,382.993,292.092,396.339,292.485,0.983951
406.942,295.067,33.555,44.7755,1.49012e-06,397.819,287.704,410.594,288.072,404.222,296.393,402.365,302.614,413.347,303.112,0.984003
420.691,299.731,31.043,45.6949,1.3411e-06,412.346,291.328,423.087,292.022,416.904,301.018,416.736,307.147,425.326,308.139,0.984016
442.796,295.42,32.73,44.4171,1.2815e-06,432.505,288.843,444.979,289.252,437.902,297.444,436.361,303.992,446.005,304.508,0.984019
457.78,291.434,30.6299,45.3839,1.96695e-06,448.118,284.343,459.947,284.617,452.084,293.602,450.218,300.44,459.76,300.68,0.984012
476.707,288.3,32.2258,50.2697,3.8445e-06,470.588,280.369,480.388,279.814,474.232,289.661,471.198,293.107,480.955,293.237,0.983994
486.302,286.361,33.2532,47.5098,1.93715e-06,477.015,275.537,488.677,275.345,480.567,284.268,478,288.561,488.977,289.01,0.983942
504.661,294.886,35.764,45.9526,1.43051e-06,496.15,286.484,506.943,286.668,500.188,295.052,499.269,300.239,509.035,300.834,0.983988
519.84,295.958,33.4405,44.6317,1.3113e-06,510.949,288.982,522.397,289.147,516.577,297.522,516.249,303.961,525.403,304.605,0.984005
534.651,297.23,30.9187,45.5129,1.57952e-06,524.723,288.907,536.371,289.94,529.235,298.461,529.323,305.095,539.038,306.108,0.983995
549.063,297.105,30.5232,43.654,7.7486e-07,537.913,289.108,550.456,290.322,542.051,297.727,542.008,304.956,552.299,305.836,0.984026
571.37,293.94,35.0057,47.5808,5.96046e-07,560.004,285.775,572.819,286.637,564.583,295.008,562.258,302.507,573.226,303.279,0.984019
586.775,286.234,40.0377,45.3517,1.04308e-06,577.07,277.262,592.209,277.213,583.493,286.316,578.352,292.429,592.07,292.614,0.983984
600.492,289.573,37.0107,46.1672,1.2517e-06,591.068,279.868,604.452,280.259,595.829,288.715,592.407,294.109,604.681,294.782,0.983994
617.619,295.482,39.3183,49.035,1.57952e-06,607.917,286.218,619.783,287.285,612.62,295.462,610.16,302.587,621.224,303.635,0.984011
631.647,300.526,25.5738,54.0757,4.82798e-06,630.784,289.387,638.151,290.75,633.932,301.478,630.326,309.399,637.722,310.894,0.984031
7.6814,307.189,31.4102,52.0308,1.96695e-06,-1.53113,299.077,5.05807,299.543,0.867952,309.681,1.26423,316.524,7.56137,317.142,0.983985
28.8952,308.895,29.8435,41.2755,1.54972e-06,20.3387,302.128,28.5677,301.534,24.1007,310.532,22.9882,317.193,29.5218,316.754,0.984046
39.0001,305.538,26.1953,39.5482,6.25849e-07,28.2923,298.292,40.6937,298.257,33.4624,307.236,32.2053,313.95,41.0264,313.718,0.984023
57.0449,309.213,29.1681,47.5997,1.19209e-06,48.1684,300.203,57.9991,300.663,51.2047,310.314,50.5401,317.212,58.0337,317.74,0.984017
74.3576,311.513,30.8882,45.4291,1.3411e-06,66.1775,304.586,76.9504,305.357,69.957,313.162,68.0427,319.152,76.2853,319.899,0.984006
87.3813,310.775,32.616,43.4735,9.23872e-07,79.2606,304.354,90.5521,305.049,83.4579,312.966,82.6367,318.315,91.5437,318.982,0.984
105.839,310.7,31.6704,45.4812,7.15256e-07,96.837,303.963,107.776,304.872,101.138,313.021,99.7976,318.744,108.47,319.679,0.984018
117.717,311.947,29.2398,43.1651,1.3411e-06,107.925,305.809,120.467,306.766,112.182,314.975,111.625,320.252,120.616,321.159,0.984002
135.45,313.237,31.0894,44.3167,1.10269e-06,125.23,306.698,136.624,307.516,129.305,315.429,128.67,321.163,137.288,321.94,0.984013
155.082,312.521,30.5156,47.2564,1.16229e-06,145.997,304.04,155.801,304.566,149.941,312.912,148.849,319.636,156.648,320.359,0.984015
170.083,306.718,28.9292,47.6903,1.63913e-06,161.622,299.806,170.312,300.122,163.767,308.795,164.582,315.137,171.145,315.797,0.984002
182.031,310.597,33.906,45.4177,1.19209e-06,171.732,303.106,183.738,303.476,176.314,311.096,175.709,317.677,185.618,318.034,0.984025
203.814,308.646,29.2423,43.2541,1.10269e-06,194.372,302.247,205.843,302.297,199.502,310.716,197.242,317.485,206.449,317.815,0.984031
213.827,307.165,27.3979,45.2839,1.16229e-06,205.407,299.166,216.671,300.229,209.843,309.478,208.229,316.036,217.281,316.906,0.983992
231.948,311.274,30.6253,46.0224,9.83477e-07,220.033,302.708,233.332,302.795,225.654,311.848,224.783,318.963,235.587,319.014,0.984037
248.012,309.191,31.4705,45.1209,9.23872e-07,236.714,300.784,249.833,301.145,242.152,310.11,241.171,317.178,251.445,317.472,0.984013
264.403,307.647,31.5722,45.3157,1.16229e-06,253.358,299.353,265.155,299.416,258.582,308.219,257.706,315.268,267.057,315.486,0.984019
281.117,309.456,34.0649,47.5545,1.3411e-06,269.931,300.434,283.83,300.969,275.812,309.666,274.199,316.833,285.363,317.369,0.984018
298.417,308.395,34.8241,46.2415,1.10269e-06,285.981,300.213,300.095,300.595,291.821,309.477,290.559,316.199,302.317,316.674,0.984021
316.654,312.622,32.574,41.9529,9.23872e-07,304.579,305.798,316.864,306.596,309.519,313.716,308.64,319.36,318.194,320.098,0.984035
329.872,311.533,31.0931,40.1337,2.20537e-06,319.785,305.609,332.072,306.485,323.947,313.597,323.034,318.536,331.568,319.274,0.983975
335.286,310.773,30.149,36.9799,2.44379e-06,329.4,306.937,339.167,307.792,332.374,313.763,332.095,317.972,339.031,318.767,0.983981
356.932,314.174,32.9733,41.0314,8.9407e-07,347.539,307.623,357.224,308.537,351.547,314.234,351.406,319.86,359.696,320.497,0.984037
378.003,313.37,31.4905,45.8315,5.66244e-07,367.054,305.061,378.38,305.835,371.538,313.229,370.862,319.507,379.887,320.327,0.984031
394.886,311.739,33.0297,43.1008,9.23872e-07,384.726,304.534,396.965,305.312,390.292,312.203,388.48,318.47,398.713,319.052,0.984027
411.744,313.289,32.4552,41.3744,1.46031e-06,403.15,306.746,414.486,306.896,409.256,313.774,407.801,319.42,416.882,319.866,0.984014
417.838,312.516,31.3624,42.2674,1.19209e-06,411.859,304.384,423.341,305.158,417.037,313.207,415.96,318.162,424.033,319.353,0.983997
441.756,312.591,33.2476,44.6598,1.13249e-06,429.681,305.499,444.314,306.132,435.33,314.351,433.595,320.029,444.474,320.712,0.984016
453.187,314.047,33.3626,45.4777,8.34465e-07,443.688,305.845,456.276,306.23,448.873,315.012,447.394,321.104,457.291,321.581,0.984018
477.622,310.699,31.8101,44.7486,1.66893e-06,468.021,303.738,477.773,303.375,472.681,311.343,471.169,318.037,479.155,317.939,0.984019
487.168,310.352,32.0366,45.3686,1.84774e-06,479.791,302.775,487.898,302.727,482.912,310.472,483.632,316.568,490.3,316.774,0.984001
503.041,310.864,34.305,43.7557,1.19209e-06,494.178,304.786,503.068,305.333,497.63,311.622,497.562,317.16,505.476,317.72,0.984019
520.264,311.741,32.2588,42.7166,6.85453e-07,511.561,304.079,523.732,305.138,517.225,311.843,516.206,317.228,525.75,318.307,0.984022
535.064,311.331,30.5068,43.2083,8.34465e-07,524.274,304.197,536.974,305.718,529.118,312.952,529.047,318.647,539.007,319.904,0.984003
548.736,315.442,31.3619,40.9243,8.34465e-07,537.713,308.238,550.184,309.25,542.063,316.002,542.159,321.69,551.984,322.579,0.984027
568.147,315.405,33.082,47.0878,5.96046e-07,556.011,307.067,569.445,307.715,561.543,316.09,560.56,322.714,571.435,323.27,0.984029
585.56,311.581,32.6552,44.9455,5.06639e-07,574.167,303.777,588.253,304.218,579.884,312.101,578.338,318.429,589.277,318.855,0.984015
601.21,312.091,30.9417,45.2104,1.2517e-06,589.328,304.392,603.352,304.816,594.91,312.941,593.411,319.634,604.381,320.024,0.984031
618.073,310.655,33.4716,46.8527,2.17557e-06,609.823,302.57,620.141,303.195,614.036,311.608,612.55,318.272,621.214,318.95,0.984031
631.928,307.443,24.6548,56.3878,4.17233e-06,631.004,298.064,638.22,299.011,634.4,311.748,630.266,319.337,637.445,320.555,0.984034
4.57057,328.709,33.1071,59.9248,1.2219e-06,-3.7993,318.485,3.8311,319.543,-1.16645,330.715,-1.82695,337.906,5.37271,338.997,0.983973
20.8363,331.577,31.9346,46.3842,1.01328e-06,11.6295,323.196,22.6115,323.791,14.2471,332.716,14.06,339.136,23.4064,339.585,0.984022
40.4271,333.454,31.4444,45.654,1.49012e-06,30.95,325.886,42.5241,327.233,34.2965,333.981,33.4896,339.645,42.6711,340.771,0.98403
55.6318,332.021,32.7422,45.1612,1.40071e-06,46.2087,326.309,57.493,327.567,50.1808,333.204,48.6694,339.257,57.7766,340.32,0.984051
71.3911,328.643,32.6798,51.1428,8.34465e-07,62.8952,320.431,73.6765,321.39,66.3563,329.693,65.0495,336.711,74.0068,337.818,0.984022
86.3326,328.96,31.2413,50.2781,6.25849e-07,76.3925,319.497,89.1618,320.505,80.4074,330.419,79.5631,337.28,90.226,338.38,0.98401
108.274,328.36,30.491,51.0867,7.45058e-07,96.2871,317.9,111.772,318.894,102.066,330.187,100.027,337.361,111.513,338.567,0.984018
119.027,331.303,33.1877,52.458,8.64267e-07,106.901,322.032,120.825,322.707,112.111,333.573,111.529,340.612,122.615,341.366,0.984019
135.639,331.96,32.3737,49.716,1.2517e-06,125.675,323.854,139.841,324.439,131.045,334.352,129.343,340.527,140.341,341.133,0.984034
157.108,334.517,29.9113,45.6144,4.94719e-06,148.816,331.611,161.616,332.526,154.38,338.781,150.647,343.416,160.063,344.259,0.984071
164.229,336.101,31.4551,45.5827,2.02656e-06,156.397,331.719,167.859,332.263,160.381,337.74,158.997,343.543,168.447,344.249,0.98408
181.89,331.173,35.0174,50.3056,1.01328e-06,171.447,321.694,184.319,322.362,176.018,329.938,174.788,337.416,185.78,338.197,0.984019
198.931,334.605,31.1137,49.5632,8.34465e-07,188.512,322.918,200.344,323.811,191.707,332.99,192.087,340.054,202.397,341.199,0.984017
217.687,331.333,31.1294,51.3153,8.04663e-07,208.129,321.423,220.1,322.118,212.994,331.772,212.401,339.313,222.368,340.129,0.984022
229.889,332.96,30.7341,46.6639,1.01328e-06,217.104,324.937,231.572,324.837,223.164,333.411,222.127,340.92,234.445,340.781,0.984053
252.57,335.083,31.7364,46.8801,3.8147e-06,243.075,328.796,256.736,327.676,250.174,335.865,248.323,343.359,259.233,342.548,0.984078
263.449,336.768,33.1242,44.5047,4.55976e-06,253.968,333.73,266.672,333.662,260.582,339.544,259.153,345.76,269.479,345.675,0.984088
278.294,332.767,31.4386,46.4732,1.3411e-06,268.038,325.184,280.376,325.554,272.905,332.319,271.582,339.647,281.538,340.329,0.984046
296.623,332.476,32.1067,47.5315,1.78814e-06,284.937,322.38,298.957,323.406,288.955,331.84,288.563,339.25,300.35,340.325,0.984008
313.796,330.892,30.2301,48.378,8.04663e-07,302.217,321.867,316.313,323.015,308.176,331.613,306.166,339.028,317.137,340.305,0.984031
328.357,319.124,31.5714,46.5759,1.07288e-06,315.676,312.115,331.915,312.824,321.705,322.592,319.584,329.656,331.138,330.417,0.983978
341.417,331.357,30.0183,44.5733,1.57952e-06,332.039,323.293,345.42,323.806,336.837,332.27,335.444,338.144,345.896,338.626,0.984022
363.914,337.431,30.0158,44.8391,7.95722e-06,354.485,335.251,366.749,335.369,360.007,341.272,358.677,346.383,368.757,346.396,0.984087
374.085,336.858,32.7196,46.023,3.54648e-06,362.805,334.092,374.483,333.836,367.684,339.826,367.824,345.872,377.612,345.925,0.98409
391.534,331.176,32.4119,47.1004,1.49012e-06,381.256,323.344,392.123,323.844,385.875,330.322,385.092,337.658,394.306,338.293,0.984037
413.818,327.942,31.5177,42.943,1.3411e-06,406.328,319.699,416.752,320.06,411.356,327.627,409.909,333.805,419.093,334.491,0.984018
422.732,331.168,27.8992,45.0241,1.10269e-06,416.381,320.526,427.504,322.114,421.813,330.947,420.352,336.638,428.222,338.524,0.983994
435.74,332.866,33.0027,48.1281,1.01328e-06,424.712,323.565,437.844,324.511,428.895,333.262,429.117,339.757,439.588,340.793,0.984019
452.563,330.15,33.9728,51.174,6.25849e-07,439.721,322.231,454.479,322.749,445.34,333.461,444.398,339.769,456.248,340.308,0.984042
474.959,331.316,31.2835,49.8175,1.2219e-06,464.727,323.047,477.709,324.036,469.486,332.814,467.836,339.009,478.013,339.923,0.98404
489.283,325.66,30.6028,46.3494,1.3411e-06,478.725,320.424,490.108,321.328,482.714,328.623,482.05,335.137,490.816,335.985,0.984019
503.28,330.433,30.781,47.6203,5.66244e-07,494.163,322.311,505.113,323.71,497.609,330.195,496.843,336.552,505.954,337.815,0.984033
518.938,327.115,31.5314,55.0443,7.45058e-07,508.471,317.156,521.26,318.346,512.771,328.676,512.281,335.604,522.997,337.022,0.983998
536.539,322.76,32.2647,50.3148,7.7486e-07,523.323,312.771,539.794,314.419,529.191,324.754,527.841,332.043,540.039,333.601,0.983972
549.138,329.39,31.9834,45.8066,5.66244e-07,535.732,321.106,551.036,321.924,540.963,331.118,540.641,338.379,552.108,339.055,0.984007
568.067,329.879,32.8294,48.9433,9.83477e-07,556.185,321.457,570.485,321.772,561.98,332.567,560.039,339.753,571.291,340.08,0.984038
586.847,335.337,32.2089,47.6517,1.96695e-06,578.515,329.481,592.746,330.968,584.546,338.151,580.171,343.3,591.234,344.703,0.98407
597.82,333.216,32.1278,47.1565,1.16229e-06,587.449,327.101,601.268,327.875,592.644,334.6,591.046,340.807,602.028,341.676,0.984054
619.334,330.841,34.9551,49.6254,1.54972e-06,609.601,322.811,621.311,323.705,614.335,331.155,611.624,338.617,621.76,339.514,0.984047
630.908,325.43,29.2542,62.7656,1.3411e-06,626.362,313.817,634.788,314.58,629.029,328.824,627.438,337.262,635.072,338.688,0.984012
4.59975,345.156,34.2299,56.7744,2.29478e-06,-4.86172,335.143,5.44619,336.123,-0.449495,346.891,-2.73847,355.094,6.38789,356.008,0.983975
